Datetime,Group,People
2023-07-05 12:18:32+00:00,SAUNA,3
2023-07-05 12:18:32+00:00,SIŁOWNIA,3
2023-07-05 12:23:33+00:00,FITNESS,3
2023-07-05 12:23:33+00:00,PŁYWALNIA,101
2023-07-05 12:23:33+00:00,SAUNA,3
2023-07-05 12:23:33+00:00,SIŁOWNIA,3
2023-07-05 12:28:33+00:00,FITNESS,3
2023-07-05 12:28:33+00:00,PŁYWALNIA,103
2023-07-05 12:28:33+00:00,SAUNA,3
2023-07-05 12:28:33+00:00,SIŁOWNIA,3
2023-07-05 12:33:33+00:00,FITNESS,3
2023-07-05 12:33:33+00:00,PŁYWALNIA,100
2023-07-05 12:33:33+00:00,SAUNA,3
2023-07-05 12:33:33+00:00,SIŁOWNIA,3
2023-07-05 12:38:33+00:00,FITNESS,3
2023-07-05 12:38:33+00:00,PŁYWALNIA,102
2023-07-05 12:38:33+00:00,SAUNA,3
2023-07-05 12:38:33+00:00,SIŁOWNIA,3
2023-07-05 12:43:34+00:00,FITNESS,3
2023-07-05 12:43:34+00:00,PŁYWALNIA,95
2023-07-05 12:43:34+00:00,SAUNA,3
2023-07-05 12:43:34+00:00,SIŁOWNIA,3
2023-07-05 12:48:34+00:00,FITNESS,3
2023-07-05 12:48:34+00:00,PŁYWALNIA,92
2023-07-05 12:48:34+00:00,SAUNA,3
2023-07-05 12:48:34+00:00,SIŁOWNIA,2
2023-07-05 12:53:34+00:00,FITNESS,3
2023-07-05 12:53:34+00:00,PŁYWALNIA,90
2023-07-05 12:53:34+00:00,SAUNA,3
2023-07-05 12:53:34+00:00,SIŁOWNIA,2
2023-07-05 12:58:34+00:00,FITNESS,3
2023-07-05 12:58:34+00:00,PŁYWALNIA,88
2023-07-05 12:58:34+00:00,SAUNA,3
2023-07-05 12:58:34+00:00,SIŁOWNIA,2
2023-07-05 13:03:34+00:00,FITNESS,3
2023-07-05 13:03:34+00:00,PŁYWALNIA,84
2023-07-05 13:03:34+00:00,SAUNA,3
2023-07-05 13:03:34+00:00,SIŁOWNIA,2
2023-07-05 13:08:35+00:00,FITNESS,3
2023-07-05 13:08:35+00:00,NAUKA PŁYWANIA,1
2023-07-05 13:08:35+00:00,PŁYWALNIA,87
2023-07-05 13:08:35+00:00,SAUNA,3
2023-07-05 13:08:35+00:00,SIŁOWNIA,2
2023-07-05 13:13:35+00:00,FITNESS,3
2023-07-05 13:13:35+00:00,NAUKA PŁYWANIA,1
2023-07-05 13:13:35+00:00,PŁYWALNIA,88
2023-07-05 13:13:35+00:00,SAUNA,3
2023-07-05 13:13:35+00:00,SIŁOWNIA,2
2023-07-05 13:18:35+00:00,FITNESS,3
2023-07-05 13:18:35+00:00,NAUKA PŁYWANIA,1
2023-07-05 13:18:35+00:00,PŁYWALNIA,78
2023-07-05 13:18:35+00:00,SAUNA,3
2023-07-05 13:18:35+00:00,SIŁOWNIA,2
2023-07-05 13:23:35+00:00,FITNESS,3
2023-07-05 13:23:35+00:00,NAUKA PŁYWANIA,1
2023-07-05 13:23:35+00:00,PŁYWALNIA,75
2023-07-05 13:23:35+00:00,SAUNA,3
2023-07-05 13:23:35+00:00,SIŁOWNIA,1
2023-07-05 13:28:35+00:00,FITNESS,3
2023-07-05 13:28:35+00:00,NAUKA PŁYWANIA,1
2023-07-05 13:28:35+00:00,PŁYWALNIA,76
2023-07-05 13:28:35+00:00,SAUNA,3
2023-07-05 13:28:35+00:00,SIŁOWNIA,1
2023-07-05 13:33:36+00:00,FITNESS,3
2023-07-05 13:33:36+00:00,NAUKA PŁYWANIA,1
2023-07-05 13:33:36+00:00,PŁYWALNIA,76
2023-07-05 13:33:36+00:00,SAUNA,3
2023-07-05 13:33:36+00:00,SIŁOWNIA,1
2023-07-05 13:38:36+00:00,FITNESS,3
2023-07-05 13:38:36+00:00,NAUKA PŁYWANIA,1
2023-07-05 13:38:36+00:00,PŁYWALNIA,76
2023-07-05 13:38:36+00:00,SAUNA,3
2023-07-05 13:38:36+00:00,SIŁOWNIA,2
2023-07-05 13:43:36+00:00,FITNESS,3
2023-07-05 13:43:36+00:00,NAUKA PŁYWANIA,1
2023-07-05 13:43:36+00:00,PŁYWALNIA,68
2023-07-05 13:43:36+00:00,SAUNA,3
2023-07-05 13:43:36+00:00,SIŁOWNIA,2
2023-07-05 13:48:36+00:00,FITNESS,3
2023-07-05 13:48:36+00:00,NAUKA PŁYWANIA,1
2023-07-05 13:48:36+00:00,PŁYWALNIA,69
2023-07-05 13:48:36+00:00,SAUNA,3
2023-07-05 13:48:36+00:00,SIŁOWNIA,2
2023-07-05 13:53:36+00:00,FITNESS,3
2023-07-05 13:53:36+00:00,PŁYWALNIA,69
2023-07-05 13:53:36+00:00,SAUNA,3
2023-07-05 13:53:36+00:00,SIŁOWNIA,3
2023-07-05 13:58:37+00:00,FITNESS,3
2023-07-05 13:58:37+00:00,NAUKA PŁYWANIA,1
2023-07-05 13:58:37+00:00,PŁYWALNIA,72
2023-07-05 13:58:37+00:00,SAUNA,3
2023-07-05 13:58:37+00:00,SIŁOWNIA,3
2023-07-05 14:03:37+00:00,FITNESS,3
2023-07-05 14:03:37+00:00,NAUKA PŁYWANIA,1
2023-07-05 14:03:37+00:00,PŁYWALNIA,78
2023-07-05 14:03:37+00:00,SAUNA,3
2023-07-05 14:03:37+00:00,SIŁOWNIA,4
2023-07-05 14:08:37+00:00,FITNESS,3
2023-07-05 14:08:37+00:00,NAUKA PŁYWANIA,1
2023-07-05 14:08:37+00:00,PŁYWALNIA,75
2023-07-05 14:08:37+00:00,SAUNA,3
2023-07-05 14:08:37+00:00,SIŁOWNIA,5
2023-07-05 14:13:37+00:00,FITNESS,3
2023-07-05 14:13:37+00:00,NAUKA PŁYWANIA,1
2023-07-05 14:13:37+00:00,PŁYWALNIA,75
2023-07-05 14:13:37+00:00,SAUNA,3
2023-07-05 14:13:37+00:00,SIŁOWNIA,5
2023-07-05 14:18:38+00:00,FITNESS,3
2023-07-05 14:18:38+00:00,NAUKA PŁYWANIA,1
2023-07-05 14:18:38+00:00,PŁYWALNIA,91
2023-07-05 14:18:38+00:00,SAUNA,3
2023-07-05 14:18:38+00:00,SIŁOWNIA,6
2023-07-05 14:23:39+00:00,FITNESS,3
2023-07-05 14:23:39+00:00,NAUKA PŁYWANIA,1
2023-07-05 14:23:39+00:00,PŁYWALNIA,103
2023-07-05 14:23:39+00:00,SAUNA,3
2023-07-05 14:23:39+00:00,SIŁOWNIA,6
2023-07-05 14:28:39+00:00,FITNESS,3
2023-07-05 14:28:39+00:00,NAUKA PŁYWANIA,1
2023-07-05 14:28:39+00:00,PŁYWALNIA,98
2023-07-05 14:28:39+00:00,SAUNA,3
2023-07-05 14:28:39+00:00,SIŁOWNIA,6
2023-07-05 14:33:39+00:00,FITNESS,3
2023-07-05 14:33:39+00:00,NAUKA PŁYWANIA,1
2023-07-05 14:33:39+00:00,PŁYWALNIA,103
2023-07-05 14:33:39+00:00,SAUNA,3
2023-07-05 14:33:39+00:00,SIŁOWNIA,6
2023-07-05 14:38:39+00:00,FITNESS,3
2023-07-05 14:38:39+00:00,NAUKA PŁYWANIA,1
2023-07-05 14:38:39+00:00,PŁYWALNIA,107
2023-07-05 14:38:39+00:00,SAUNA,4
2023-07-05 14:38:39+00:00,SIŁOWNIA,6
2023-07-05 14:43:39+00:00,FITNESS,3
2023-07-05 14:43:39+00:00,PŁYWALNIA,115
2023-07-05 14:43:39+00:00,SAUNA,5
2023-07-05 14:43:39+00:00,SIŁOWNIA,6
2023-07-05 14:48:40+00:00,FITNESS,3
2023-07-05 14:48:40+00:00,PŁYWALNIA,119
2023-07-05 14:48:40+00:00,SAUNA,6
2023-07-05 14:48:40+00:00,SIŁOWNIA,6
2023-07-05 14:53:40+00:00,FITNESS,3
2023-07-05 14:53:40+00:00,PŁYWALNIA,122
2023-07-05 14:53:40+00:00,SAUNA,6
2023-07-05 14:53:40+00:00,SIŁOWNIA,5
2023-07-05 14:58:40+00:00,FITNESS,3
2023-07-05 14:58:40+00:00,PŁYWALNIA,132
2023-07-05 14:58:40+00:00,SAUNA,7
2023-07-05 14:58:40+00:00,SIŁOWNIA,5
2023-07-05 15:03:40+00:00,FITNESS,3
2023-07-05 15:03:40+00:00,NAUKA PŁYWANIA,1
2023-07-05 15:03:40+00:00,PŁYWALNIA,136
2023-07-05 15:03:40+00:00,SAUNA,8
2023-07-05 15:03:40+00:00,SIŁOWNIA,5
2023-07-05 15:08:40+00:00,FITNESS,3
2023-07-05 15:08:40+00:00,NAUKA PŁYWANIA,1
2023-07-05 15:08:40+00:00,PŁYWALNIA,136
2023-07-05 15:08:40+00:00,SAUNA,8
2023-07-05 15:08:40+00:00,SIŁOWNIA,5
2023-07-05 15:13:41+00:00,FITNESS,3
2023-07-05 15:13:41+00:00,NAUKA PŁYWANIA,2
2023-07-05 15:13:41+00:00,PŁYWALNIA,135
2023-07-05 15:13:41+00:00,SAUNA,10
2023-07-05 15:13:41+00:00,SIŁOWNIA,5
2023-07-05 15:18:41+00:00,FITNESS,3
2023-07-05 15:18:41+00:00,NAUKA PŁYWANIA,3
2023-07-05 15:18:41+00:00,PŁYWALNIA,133
2023-07-05 15:18:41+00:00,SAUNA,11
2023-07-05 15:18:41+00:00,SIŁOWNIA,5
2023-07-05 15:23:41+00:00,FITNESS,3
2023-07-05 15:23:41+00:00,NAUKA PŁYWANIA,3
2023-07-05 15:23:41+00:00,PŁYWALNIA,138
2023-07-05 15:23:41+00:00,SAUNA,11
2023-07-05 15:23:41+00:00,SIŁOWNIA,6
2023-07-05 18:58:55+00:00,FITNESS,3
2023-07-05 18:58:55+00:00,PŁYWALNIA,117
2023-07-05 18:58:55+00:00,SAUNA,8
2023-07-05 18:58:55+00:00,SIŁOWNIA,6
2023-07-05 19:03:55+00:00,FITNESS,3
2023-07-05 19:03:55+00:00,PŁYWALNIA,122
2023-07-05 19:03:55+00:00,SAUNA,8
2023-07-05 19:03:55+00:00,SIŁOWNIA,6
2023-07-05 19:08:55+00:00,FITNESS,3
2023-07-05 19:08:55+00:00,PŁYWALNIA,118
2023-07-05 19:08:55+00:00,SAUNA,8
2023-07-05 19:08:55+00:00,SIŁOWNIA,6
2023-07-05 19:13:55+00:00,FITNESS,3
2023-07-05 19:13:55+00:00,PŁYWALNIA,115
2023-07-05 19:13:55+00:00,SAUNA,8
2023-07-05 19:13:55+00:00,SIŁOWNIA,6
2023-07-05 19:18:56+00:00,FITNESS,3
2023-07-05 19:18:56+00:00,PŁYWALNIA,114
2023-07-05 19:18:56+00:00,SAUNA,7
2023-07-05 19:18:56+00:00,SIŁOWNIA,6
2023-07-05 19:23:56+00:00,FITNESS,3
2023-07-05 19:23:56+00:00,PŁYWALNIA,108
2023-07-05 19:23:56+00:00,SAUNA,9
2023-07-05 19:23:56+00:00,SIŁOWNIA,5
2023-07-05 19:28:56+00:00,FITNESS,3
2023-07-05 19:28:56+00:00,PŁYWALNIA,100
2023-07-05 19:28:56+00:00,SAUNA,8
2023-07-05 19:28:56+00:00,SIŁOWNIA,3
2023-07-05 19:33:56+00:00,FITNESS,3
2023-07-05 19:33:56+00:00,PŁYWALNIA,97
2023-07-05 19:33:56+00:00,SAUNA,7
2023-07-05 19:33:56+00:00,SIŁOWNIA,3
2023-07-05 19:38:57+00:00,FITNESS,3
2023-07-05 19:38:57+00:00,PŁYWALNIA,96
2023-07-05 19:38:57+00:00,SAUNA,7
2023-07-05 19:38:57+00:00,SIŁOWNIA,3
2023-07-05 19:43:57+00:00,FITNESS,3
2023-07-05 19:43:57+00:00,PŁYWALNIA,94
2023-07-05 19:43:57+00:00,SAUNA,7
2023-07-05 19:43:57+00:00,SIŁOWNIA,3
2023-07-05 19:48:57+00:00,FITNESS,3
2023-07-05 19:48:57+00:00,PŁYWALNIA,80
2023-07-05 19:48:57+00:00,SAUNA,9
2023-07-05 19:48:57+00:00,SIŁOWNIA,3
2023-07-05 19:53:57+00:00,FITNESS,3
2023-07-05 19:53:57+00:00,PŁYWALNIA,74
2023-07-05 19:53:57+00:00,SAUNA,9
2023-07-05 19:53:57+00:00,SIŁOWNIA,2
2023-07-05 19:58:57+00:00,FITNESS,3
2023-07-05 19:58:57+00:00,PŁYWALNIA,73
2023-07-05 19:58:57+00:00,SAUNA,9
2023-07-05 19:58:57+00:00,SIŁOWNIA,2
2023-07-05 20:03:58+00:00,FITNESS,3
2023-07-05 20:03:58+00:00,PŁYWALNIA,68
2023-07-05 20:03:58+00:00,SAUNA,9
2023-07-05 20:03:58+00:00,SIŁOWNIA,2
2023-07-05 20:08:58+00:00,FITNESS,3
2023-07-05 20:08:58+00:00,PŁYWALNIA,65
2023-07-05 20:08:58+00:00,SAUNA,9
2023-07-05 20:08:58+00:00,SIŁOWNIA,2
2023-07-05 20:13:58+00:00,FITNESS,3
2023-07-05 20:13:58+00:00,PŁYWALNIA,70
2023-07-05 20:13:58+00:00,SAUNA,7
2023-07-05 20:13:58+00:00,SIŁOWNIA,2
2023-07-05 20:18:58+00:00,FITNESS,3
2023-07-05 20:18:58+00:00,PŁYWALNIA,66
2023-07-05 20:18:58+00:00,SAUNA,5
2023-07-05 20:18:58+00:00,SIŁOWNIA,2
2023-07-05 20:23:58+00:00,FITNESS,3
2023-07-05 20:23:58+00:00,PŁYWALNIA,60
2023-07-05 20:23:58+00:00,SAUNA,5
2023-07-05 20:23:58+00:00,SIŁOWNIA,2
2023-07-05 20:28:59+00:00,FITNESS,3
2023-07-05 20:28:59+00:00,PŁYWALNIA,54
2023-07-05 20:28:59+00:00,SAUNA,5
2023-07-05 20:28:59+00:00,SIŁOWNIA,2
2023-07-05 20:33:59+00:00,FITNESS,3
2023-07-05 20:33:59+00:00,PŁYWALNIA,53
2023-07-05 20:33:59+00:00,SAUNA,3
2023-07-05 20:33:59+00:00,SIŁOWNIA,2
2023-07-05 20:38:59+00:00,FITNESS,3
2023-07-05 20:38:59+00:00,PŁYWALNIA,51
2023-07-05 20:38:59+00:00,SAUNA,3
2023-07-05 20:38:59+00:00,SIŁOWNIA,2
2023-07-05 20:43:59+00:00,FITNESS,3
2023-07-05 20:43:59+00:00,PŁYWALNIA,46
2023-07-05 20:43:59+00:00,SAUNA,3
2023-07-05 20:43:59+00:00,SIŁOWNIA,2
2023-07-05 20:48:59+00:00,FITNESS,3
2023-07-05 20:48:59+00:00,PŁYWALNIA,43
2023-07-05 20:48:59+00:00,SAUNA,3
2023-07-05 20:48:59+00:00,SIŁOWNIA,2
2023-07-05 20:54:00+00:00,FITNESS,3
2023-07-05 20:54:00+00:00,PŁYWALNIA,36
2023-07-05 20:54:00+00:00,SAUNA,3
2023-07-05 20:54:00+00:00,SIŁOWNIA,1
2023-07-05 20:59:00+00:00,FITNESS,3
2023-07-05 20:59:00+00:00,PŁYWALNIA,30
2023-07-05 20:59:00+00:00,SAUNA,3
2023-07-05 20:59:00+00:00,SIŁOWNIA,1
2023-07-05 21:04:00+00:00,FITNESS,3
2023-07-05 21:04:00+00:00,PŁYWALNIA,30
2023-07-05 21:04:00+00:00,SAUNA,3
2023-07-05 21:04:00+00:00,SIŁOWNIA,1
2023-07-05 21:09:00+00:00,FITNESS,3
2023-07-05 21:09:00+00:00,PŁYWALNIA,30
2023-07-05 21:09:00+00:00,SAUNA,3
2023-07-05 21:09:00+00:00,SIŁOWNIA,1
2023-07-05 21:14:00+00:00,FITNESS,3
2023-07-05 21:14:00+00:00,PŁYWALNIA,30
2023-07-05 21:14:00+00:00,SAUNA,3
2023-07-05 21:14:00+00:00,SIŁOWNIA,1
2023-07-05 21:19:01+00:00,FITNESS,3
2023-07-05 21:19:01+00:00,PŁYWALNIA,30
2023-07-05 21:19:01+00:00,SAUNA,3
2023-07-05 21:19:01+00:00,SIŁOWNIA,1
2023-07-05 21:24:01+00:00,FITNESS,3
2023-07-05 21:24:01+00:00,PŁYWALNIA,30
2023-07-05 21:24:01+00:00,SAUNA,3
2023-07-05 21:24:01+00:00,SIŁOWNIA,1
2023-07-05 21:29:01+00:00,FITNESS,3
2023-07-05 21:29:01+00:00,PŁYWALNIA,30
2023-07-05 21:29:01+00:00,SAUNA,3
2023-07-05 21:29:01+00:00,SIŁOWNIA,1
2023-07-05 21:34:01+00:00,FITNESS,3
2023-07-05 21:34:01+00:00,PŁYWALNIA,30
2023-07-05 21:34:01+00:00,SAUNA,3
2023-07-05 21:34:01+00:00,SIŁOWNIA,1
2023-07-05 21:39:01+00:00,FITNESS,3
2023-07-05 21:39:01+00:00,PŁYWALNIA,30
2023-07-05 21:39:01+00:00,SAUNA,3
2023-07-05 21:39:01+00:00,SIŁOWNIA,1
2023-07-05 21:44:02+00:00,FITNESS,3
2023-07-05 21:44:02+00:00,PŁYWALNIA,30
2023-07-05 21:44:02+00:00,SAUNA,3
2023-07-05 21:44:02+00:00,SIŁOWNIA,1
2023-07-05 21:49:02+00:00,FITNESS,3
2023-07-05 21:49:02+00:00,PŁYWALNIA,30
2023-07-05 21:49:02+00:00,SAUNA,3
2023-07-05 21:49:02+00:00,SIŁOWNIA,1
2023-07-05 21:54:02+00:00,FITNESS,3
2023-07-05 21:54:02+00:00,PŁYWALNIA,30
2023-07-05 21:54:02+00:00,SAUNA,3
2023-07-05 21:54:02+00:00,SIŁOWNIA,1
2023-07-06 07:06:47+00:00,BASEN AKT. SENIOR,4
2023-07-06 07:06:47+00:00,FITNESS,3
2023-07-06 07:06:47+00:00,PŁYWALNIA,48
2023-07-06 07:06:47+00:00,SAUNA,5
2023-07-06 07:06:47+00:00,SIŁOWNIA,1
2023-07-06 07:11:47+00:00,BASEN AKT. SENIOR,2
2023-07-06 07:11:47+00:00,FITNESS,3
2023-07-06 07:11:47+00:00,PŁYWALNIA,42
2023-07-06 07:11:47+00:00,SAUNA,5
2023-07-06 07:11:47+00:00,SIŁOWNIA,1
2023-07-06 07:16:48+00:00,FITNESS,3
2023-07-06 07:16:48+00:00,PŁYWALNIA,40
2023-07-06 07:16:48+00:00,SAUNA,5
2023-07-06 07:16:48+00:00,SIŁOWNIA,2
2023-07-06 07:21:48+00:00,FITNESS,3
2023-07-06 07:21:48+00:00,PŁYWALNIA,41
2023-07-06 07:21:48+00:00,SAUNA,4
2023-07-06 07:21:48+00:00,SIŁOWNIA,2
2023-07-06 07:26:48+00:00,FITNESS,3
2023-07-06 07:26:48+00:00,PŁYWALNIA,41
2023-07-06 07:26:48+00:00,SAUNA,3
2023-07-06 07:26:48+00:00,SIŁOWNIA,2
2023-07-06 07:31:48+00:00,FITNESS,3
2023-07-06 07:31:48+00:00,PŁYWALNIA,50
2023-07-06 07:31:48+00:00,SAUNA,3
2023-07-06 07:31:48+00:00,SIŁOWNIA,2
2023-07-06 07:36:48+00:00,FITNESS,3
2023-07-06 07:36:48+00:00,PŁYWALNIA,52
2023-07-06 07:36:48+00:00,SAUNA,3
2023-07-06 07:36:48+00:00,SIŁOWNIA,3
2023-07-06 07:41:48+00:00,FITNESS,3
2023-07-06 07:41:48+00:00,PŁYWALNIA,52
2023-07-06 07:41:48+00:00,SAUNA,3
2023-07-06 07:41:48+00:00,SIŁOWNIA,3
2023-07-06 07:46:49+00:00,FITNESS,3
2023-07-06 07:46:49+00:00,PŁYWALNIA,52
2023-07-06 07:46:49+00:00,SAUNA,3
2023-07-06 07:46:49+00:00,SIŁOWNIA,3
2023-07-06 07:51:49+00:00,FITNESS,3
2023-07-06 07:51:49+00:00,PŁYWALNIA,52
2023-07-06 07:51:49+00:00,SAUNA,3
2023-07-06 07:51:49+00:00,SIŁOWNIA,3
2023-07-06 07:56:49+00:00,FITNESS,3
2023-07-06 07:56:49+00:00,PŁYWALNIA,52
2023-07-06 07:56:49+00:00,SAUNA,3
2023-07-06 07:56:49+00:00,SIŁOWNIA,3
2023-07-06 08:01:49+00:00,FITNESS,3
2023-07-06 08:01:49+00:00,PŁYWALNIA,52
2023-07-06 08:01:49+00:00,SAUNA,3
2023-07-06 08:01:49+00:00,SIŁOWNIA,3
2023-07-06 08:06:49+00:00,FITNESS,3
2023-07-06 08:06:49+00:00,PŁYWALNIA,51
2023-07-06 08:06:49+00:00,SAUNA,3
2023-07-06 08:06:49+00:00,SIŁOWNIA,3
2023-07-06 08:11:49+00:00,FITNESS,3
2023-07-06 08:11:49+00:00,PŁYWALNIA,45
2023-07-06 08:11:49+00:00,SAUNA,3
2023-07-06 08:11:49+00:00,SIŁOWNIA,4
2023-07-06 08:16:50+00:00,FITNESS,3
2023-07-06 08:16:50+00:00,PŁYWALNIA,45
2023-07-06 08:16:50+00:00,SAUNA,3
2023-07-06 08:16:50+00:00,SIŁOWNIA,4
2023-07-06 08:21:50+00:00,FITNESS,3
2023-07-06 08:21:50+00:00,PŁYWALNIA,46
2023-07-06 08:21:50+00:00,SAUNA,3
2023-07-06 08:21:50+00:00,SIŁOWNIA,4
2023-07-06 08:26:50+00:00,FITNESS,3
2023-07-06 08:26:50+00:00,PŁYWALNIA,63
2023-07-06 08:26:50+00:00,SAUNA,3
2023-07-06 08:26:50+00:00,SIŁOWNIA,4
2023-07-06 08:31:50+00:00,FITNESS,3
2023-07-06 08:31:50+00:00,PŁYWALNIA,61
2023-07-06 08:31:50+00:00,SAUNA,3
2023-07-06 08:31:50+00:00,SIŁOWNIA,5
2023-07-06 08:36:50+00:00,FITNESS,3
2023-07-06 08:36:50+00:00,PŁYWALNIA,62
2023-07-06 08:36:50+00:00,SAUNA,3
2023-07-06 08:36:50+00:00,SIŁOWNIA,5
2023-07-06 08:41:51+00:00,FITNESS,3
2023-07-06 08:41:51+00:00,PŁYWALNIA,63
2023-07-06 08:41:51+00:00,SAUNA,3
2023-07-06 08:41:51+00:00,SIŁOWNIA,3
2023-07-06 08:46:51+00:00,FITNESS,3
2023-07-06 08:46:51+00:00,PŁYWALNIA,56
2023-07-06 08:46:51+00:00,SAUNA,3
2023-07-06 08:46:51+00:00,SIŁOWNIA,3
2023-07-06 08:51:51+00:00,FITNESS,3
2023-07-06 08:51:51+00:00,PŁYWALNIA,57
2023-07-06 08:51:51+00:00,SAUNA,3
2023-07-06 08:51:51+00:00,SIŁOWNIA,3
2023-07-06 08:56:51+00:00,FITNESS,3
2023-07-06 08:56:51+00:00,PŁYWALNIA,57
2023-07-06 08:56:51+00:00,SAUNA,3
2023-07-06 08:56:51+00:00,SIŁOWNIA,3
2023-07-06 09:01:51+00:00,FITNESS,3
2023-07-06 09:01:51+00:00,PŁYWALNIA,58
2023-07-06 09:01:51+00:00,SAUNA,3
2023-07-06 09:01:51+00:00,SIŁOWNIA,3
2023-07-06 09:06:52+00:00,FITNESS,3
2023-07-06 09:06:52+00:00,PŁYWALNIA,59
2023-07-06 09:06:52+00:00,SAUNA,3
2023-07-06 09:06:52+00:00,SIŁOWNIA,3
2023-07-06 09:11:52+00:00,FITNESS,3
2023-07-06 09:11:52+00:00,PŁYWALNIA,57
2023-07-06 09:11:52+00:00,SAUNA,3
2023-07-06 09:11:52+00:00,SIŁOWNIA,3
2023-07-06 09:16:52+00:00,FITNESS,3
2023-07-06 09:16:52+00:00,PŁYWALNIA,58
2023-07-06 09:16:52+00:00,SAUNA,3
2023-07-06 09:16:52+00:00,SIŁOWNIA,3
2023-07-06 09:21:52+00:00,FITNESS,3
2023-07-06 09:21:52+00:00,PŁYWALNIA,57
2023-07-06 09:21:52+00:00,SAUNA,3
2023-07-06 09:21:52+00:00,SIŁOWNIA,3
2023-07-06 09:26:52+00:00,FITNESS,3
2023-07-06 09:26:52+00:00,PŁYWALNIA,57
2023-07-06 09:26:52+00:00,SAUNA,3
2023-07-06 09:26:52+00:00,SIŁOWNIA,3
2023-07-06 09:31:53+00:00,FITNESS,3
2023-07-06 09:31:53+00:00,PŁYWALNIA,59
2023-07-06 09:31:53+00:00,SAUNA,3
2023-07-06 09:31:53+00:00,SIŁOWNIA,3
2023-07-06 09:36:53+00:00,FITNESS,3
2023-07-06 09:36:53+00:00,PŁYWALNIA,61
2023-07-06 09:36:53+00:00,SAUNA,3
2023-07-06 09:36:53+00:00,SIŁOWNIA,3
2023-07-06 09:41:53+00:00,FITNESS,3
2023-07-06 09:41:53+00:00,PŁYWALNIA,59
2023-07-06 09:41:53+00:00,SAUNA,3
2023-07-06 09:41:53+00:00,SIŁOWNIA,4
2023-07-06 09:46:53+00:00,FITNESS,3
2023-07-06 09:46:53+00:00,PŁYWALNIA,59
2023-07-06 09:46:53+00:00,SAUNA,3
2023-07-06 09:46:53+00:00,SIŁOWNIA,4
2023-07-06 09:51:53+00:00,FITNESS,3
2023-07-06 09:51:53+00:00,PŁYWALNIA,59
2023-07-06 09:51:53+00:00,SAUNA,3
2023-07-06 09:51:53+00:00,SIŁOWNIA,4
2023-07-06 09:56:53+00:00,FITNESS,3
2023-07-06 09:56:53+00:00,O.B. TER. IND. SALA,1
2023-07-06 09:56:53+00:00,PŁYWALNIA,64
2023-07-06 09:56:53+00:00,SAUNA,3
2023-07-06 09:56:53+00:00,SIŁOWNIA,4
2023-07-06 10:01:54+00:00,FITNESS,3
2023-07-06 10:01:54+00:00,O.B. TER. IND. SALA,1
2023-07-06 10:01:54+00:00,PŁYWALNIA,64
2023-07-06 10:01:54+00:00,SAUNA,3
2023-07-06 10:01:54+00:00,SIŁOWNIA,4
2023-07-06 10:06:54+00:00,FITNESS,3
2023-07-06 10:06:54+00:00,O.B. TER. IND. SALA,1
2023-07-06 10:06:54+00:00,PŁYWALNIA,68
2023-07-06 10:06:54+00:00,SAUNA,3
2023-07-06 10:06:54+00:00,SIŁOWNIA,4
2023-07-06 10:11:54+00:00,FITNESS,3
2023-07-06 10:11:54+00:00,O.B. TER. IND. SALA,1
2023-07-06 10:11:54+00:00,PŁYWALNIA,69
2023-07-06 10:11:54+00:00,SAUNA,3
2023-07-06 10:11:54+00:00,SIŁOWNIA,5
2023-07-06 10:16:54+00:00,FITNESS,3
2023-07-06 10:16:54+00:00,O.B. TER. IND. SALA,1
2023-07-06 10:16:54+00:00,PŁYWALNIA,70
2023-07-06 10:16:54+00:00,SAUNA,3
2023-07-06 10:16:54+00:00,SIŁOWNIA,5
2023-07-06 10:21:55+00:00,FITNESS,3
2023-07-06 10:21:55+00:00,O.B. TER. IND. SALA,1
2023-07-06 10:21:55+00:00,PŁYWALNIA,71
2023-07-06 10:21:55+00:00,SAUNA,3
2023-07-06 10:21:55+00:00,SIŁOWNIA,6
2023-07-06 10:26:55+00:00,FITNESS,3
2023-07-06 10:26:55+00:00,O.B. TER. IND. SALA,1
2023-07-06 10:26:55+00:00,PŁYWALNIA,70
2023-07-06 10:26:55+00:00,SAUNA,3
2023-07-06 10:26:55+00:00,SIŁOWNIA,6
2023-07-06 10:31:55+00:00,FITNESS,3
2023-07-06 10:31:55+00:00,O.B. TER. IND. SALA,1
2023-07-06 10:31:55+00:00,PŁYWALNIA,69
2023-07-06 10:31:55+00:00,SAUNA,3
2023-07-06 10:31:55+00:00,SIŁOWNIA,5
2023-07-06 10:36:55+00:00,FITNESS,3
2023-07-06 10:36:55+00:00,O.B. TER. IND. SALA,1
2023-07-06 10:36:55+00:00,PŁYWALNIA,69
2023-07-06 10:36:55+00:00,SAUNA,3
2023-07-06 10:36:55+00:00,SIŁOWNIA,6
2023-07-06 10:41:55+00:00,FITNESS,3
2023-07-06 10:41:55+00:00,O.B. TER. IND. SALA,1
2023-07-06 10:41:55+00:00,PŁYWALNIA,66
2023-07-06 10:41:55+00:00,SAUNA,3
2023-07-06 10:41:55+00:00,SIŁOWNIA,6
2023-07-06 10:46:56+00:00,FITNESS,3
2023-07-06 10:46:56+00:00,O.B. TER. IND. SALA,1
2023-07-06 10:46:56+00:00,PŁYWALNIA,66
2023-07-06 10:46:56+00:00,SAUNA,3
2023-07-06 10:46:56+00:00,SIŁOWNIA,6
