Datetime,Group,People
2023-07-03 10:19:26+00:00,FITNESS,3
2023-07-03 10:19:26+00:00,PŁYWALNIA,77
2023-07-03 10:19:26+00:00,SAUNA,3
2023-07-03 10:19:26+00:00,SIŁOWNIA,4
2023-07-03 10:24:26+00:00,FITNESS,3
2023-07-03 10:24:26+00:00,PŁYWALNIA,78
2023-07-03 10:24:26+00:00,SAUNA,3
2023-07-03 10:24:26+00:00,SIŁOWNIA,4
2023-07-03 10:29:26+00:00,FITNESS,3
2023-07-03 10:29:26+00:00,PŁYWALNIA,78
2023-07-03 10:29:26+00:00,SAUNA,3
2023-07-03 10:29:26+00:00,SIŁOWNIA,4
2023-07-03 10:34:26+00:00,FITNESS,3
2023-07-03 10:34:26+00:00,PŁYWALNIA,78
2023-07-03 10:34:26+00:00,SAUNA,3
2023-07-03 10:34:26+00:00,SIŁOWNIA,4
2023-07-03 10:39:27+00:00,FITNESS,3
2023-07-03 10:39:27+00:00,PŁYWALNIA,79
2023-07-03 10:39:27+00:00,SAUNA,3
2023-07-03 10:39:27+00:00,SIŁOWNIA,4
2023-07-03 10:44:27+00:00,FITNESS,3
2023-07-03 10:44:27+00:00,PŁYWALNIA,80
2023-07-03 10:44:27+00:00,SAUNA,3
2023-07-03 10:44:27+00:00,SIŁOWNIA,4
2023-07-03 10:49:27+00:00,FITNESS,3
2023-07-03 10:49:27+00:00,PŁYWALNIA,65
2023-07-03 10:49:27+00:00,SAUNA,3
2023-07-03 10:49:27+00:00,SIŁOWNIA,4
2023-07-03 10:54:27+00:00,FITNESS,3
2023-07-03 10:54:27+00:00,PŁYWALNIA,64
2023-07-03 10:54:27+00:00,SAUNA,3
2023-07-03 10:54:27+00:00,SIŁOWNIA,4
2023-07-03 10:59:27+00:00,FITNESS,3
2023-07-03 10:59:27+00:00,PŁYWALNIA,72
2023-07-03 10:59:27+00:00,SAUNA,3
2023-07-03 10:59:27+00:00,SIŁOWNIA,4
2023-07-03 11:04:28+00:00,FITNESS,3
2023-07-03 11:04:28+00:00,PŁYWALNIA,78
2023-07-03 11:04:28+00:00,SAUNA,3
2023-07-03 11:04:28+00:00,SIŁOWNIA,4
2023-07-03 11:09:28+00:00,FITNESS,3
2023-07-03 11:09:28+00:00,PŁYWALNIA,87
2023-07-03 11:09:28+00:00,SAUNA,3
2023-07-03 11:09:28+00:00,SIŁOWNIA,4
2023-07-03 11:14:28+00:00,FITNESS,3
2023-07-03 11:14:28+00:00,PŁYWALNIA,91
2023-07-03 11:14:28+00:00,SAUNA,3
2023-07-03 11:14:28+00:00,SIŁOWNIA,4
2023-07-03 11:19:28+00:00,FITNESS,3
2023-07-03 11:19:28+00:00,PŁYWALNIA,96
2023-07-03 11:19:28+00:00,SAUNA,3
2023-07-03 11:19:28+00:00,SIŁOWNIA,4
2023-07-03 11:24:28+00:00,FITNESS,3
2023-07-03 11:24:28+00:00,PŁYWALNIA,99
2023-07-03 11:24:28+00:00,SAUNA,3
2023-07-03 11:24:28+00:00,SIŁOWNIA,5
2023-07-03 11:29:29+00:00,FITNESS,3
2023-07-03 11:29:29+00:00,PŁYWALNIA,96
2023-07-03 11:29:29+00:00,SAUNA,3
2023-07-03 11:29:29+00:00,SIŁOWNIA,5
2023-07-03 11:34:29+00:00,FITNESS,3
2023-07-03 11:34:29+00:00,PŁYWALNIA,91
2023-07-03 11:34:29+00:00,SAUNA,3
2023-07-03 11:34:29+00:00,SIŁOWNIA,5
2023-07-03 11:39:29+00:00,FITNESS,3
2023-07-03 11:39:29+00:00,PŁYWALNIA,90
2023-07-03 11:39:29+00:00,SAUNA,3
2023-07-03 11:39:29+00:00,SIŁOWNIA,5
2023-07-03 11:44:29+00:00,FITNESS,3
2023-07-03 11:44:29+00:00,PŁYWALNIA,87
2023-07-03 11:44:29+00:00,SAUNA,3
2023-07-03 11:44:29+00:00,SIŁOWNIA,5
2023-07-03 11:49:29+00:00,FITNESS,3
2023-07-03 11:49:29+00:00,PŁYWALNIA,86
2023-07-03 11:49:29+00:00,SAUNA,3
2023-07-03 11:49:29+00:00,SIŁOWNIA,6
2023-07-03 11:54:30+00:00,FITNESS,3
2023-07-03 11:54:30+00:00,PŁYWALNIA,89
2023-07-03 11:54:30+00:00,SAUNA,3
2023-07-03 11:54:30+00:00,SIŁOWNIA,6
2023-07-03 11:59:30+00:00,FITNESS,3
2023-07-03 11:59:30+00:00,PŁYWALNIA,89
2023-07-03 11:59:30+00:00,SAUNA,3
2023-07-03 11:59:30+00:00,SIŁOWNIA,7
2023-07-03 12:04:30+00:00,FITNESS,3
2023-07-03 12:04:30+00:00,PŁYWALNIA,91
2023-07-03 12:04:30+00:00,SAUNA,3
2023-07-03 12:04:30+00:00,SIŁOWNIA,7
2023-07-03 12:09:30+00:00,FITNESS,3
2023-07-03 12:09:30+00:00,PŁYWALNIA,89
2023-07-03 12:09:30+00:00,SAUNA,3
2023-07-03 12:09:30+00:00,SIŁOWNIA,7
2023-07-03 12:14:30+00:00,FITNESS,3
2023-07-03 12:14:30+00:00,PŁYWALNIA,86
2023-07-03 12:14:30+00:00,SAUNA,3
2023-07-03 12:14:30+00:00,SIŁOWNIA,7
2023-07-03 12:19:30+00:00,FITNESS,3
2023-07-03 12:19:30+00:00,PŁYWALNIA,80
2023-07-03 12:19:30+00:00,SAUNA,3
2023-07-03 12:19:30+00:00,SIŁOWNIA,7
2023-07-03 12:24:31+00:00,FITNESS,3
2023-07-03 12:24:31+00:00,PŁYWALNIA,80
2023-07-03 12:24:31+00:00,SAUNA,3
2023-07-03 12:24:31+00:00,SIŁOWNIA,7
2023-07-03 12:29:31+00:00,FITNESS,3
2023-07-03 12:29:31+00:00,PŁYWALNIA,85
2023-07-03 12:29:31+00:00,SAUNA,3
2023-07-03 12:29:31+00:00,SIŁOWNIA,7
2023-07-03 12:34:31+00:00,FITNESS,3
2023-07-03 12:34:31+00:00,PŁYWALNIA,82
2023-07-03 12:34:31+00:00,SAUNA,3
2023-07-03 12:34:31+00:00,SIŁOWNIA,7
2023-07-03 12:39:31+00:00,FITNESS,3
2023-07-03 12:39:31+00:00,PŁYWALNIA,80
2023-07-03 12:39:31+00:00,SAUNA,3
2023-07-03 12:39:31+00:00,SIŁOWNIA,7
2023-07-03 12:44:31+00:00,FITNESS,3
2023-07-03 12:44:31+00:00,PŁYWALNIA,75
2023-07-03 12:44:31+00:00,SAUNA,3
2023-07-03 12:44:31+00:00,SIŁOWNIA,7
2023-07-03 12:49:32+00:00,FITNESS,3
2023-07-03 12:49:32+00:00,PŁYWALNIA,71
2023-07-03 12:49:32+00:00,SAUNA,3
2023-07-03 12:49:32+00:00,SIŁOWNIA,7
2023-07-03 12:54:32+00:00,FITNESS,3
2023-07-03 12:54:32+00:00,PŁYWALNIA,67
2023-07-03 12:54:32+00:00,SAUNA,3
2023-07-03 12:54:32+00:00,SIŁOWNIA,7
2023-07-03 12:59:32+00:00,FITNESS,3
2023-07-03 12:59:32+00:00,PŁYWALNIA,69
2023-07-03 12:59:32+00:00,SAUNA,3
2023-07-03 12:59:32+00:00,SIŁOWNIA,7
2023-07-03 13:04:32+00:00,FITNESS,3
2023-07-03 13:04:32+00:00,PŁYWALNIA,66
2023-07-03 13:04:32+00:00,SAUNA,3
2023-07-03 13:04:32+00:00,SIŁOWNIA,7
2023-07-03 13:09:33+00:00,FITNESS,3
2023-07-03 13:09:33+00:00,PŁYWALNIA,65
2023-07-03 13:09:33+00:00,SAUNA,3
2023-07-03 13:09:33+00:00,SIŁOWNIA,5
2023-07-03 13:14:33+00:00,FITNESS,3
2023-07-03 13:14:33+00:00,PŁYWALNIA,68
2023-07-03 13:14:33+00:00,SAUNA,3
2023-07-03 13:14:33+00:00,SIŁOWNIA,5
2023-07-03 13:19:33+00:00,FITNESS,3
2023-07-03 13:19:33+00:00,PŁYWALNIA,67
2023-07-03 13:19:33+00:00,SAUNA,3
2023-07-03 13:19:33+00:00,SIŁOWNIA,6
2023-07-03 13:24:33+00:00,FITNESS,3
2023-07-03 13:24:33+00:00,NAUKA PŁYWANIA,1
2023-07-03 13:24:33+00:00,PŁYWALNIA,68
2023-07-03 13:24:33+00:00,SAUNA,3
2023-07-03 13:24:33+00:00,SIŁOWNIA,6
2023-07-03 13:29:33+00:00,FITNESS,3
2023-07-03 13:29:33+00:00,NAUKA PŁYWANIA,1
2023-07-03 13:29:33+00:00,PŁYWALNIA,66
2023-07-03 13:29:33+00:00,SAUNA,3
2023-07-03 13:29:33+00:00,SIŁOWNIA,5
2023-07-03 13:34:33+00:00,FITNESS,3
2023-07-03 13:34:33+00:00,NAUKA PŁYWANIA,1
2023-07-03 13:34:33+00:00,PŁYWALNIA,65
2023-07-03 13:34:33+00:00,SAUNA,3
2023-07-03 13:34:33+00:00,SIŁOWNIA,5
2023-07-03 13:39:34+00:00,FITNESS,3
2023-07-03 13:39:34+00:00,NAUKA PŁYWANIA,1
2023-07-03 13:39:34+00:00,PŁYWALNIA,67
2023-07-03 13:39:34+00:00,SAUNA,3
2023-07-03 13:39:34+00:00,SIŁOWNIA,6
2023-07-03 13:44:34+00:00,FITNESS,3
2023-07-03 13:44:34+00:00,NAUKA PŁYWANIA,1
2023-07-03 13:44:34+00:00,PŁYWALNIA,65
2023-07-03 13:44:34+00:00,SAUNA,3
2023-07-03 13:44:34+00:00,SIŁOWNIA,6
2023-07-03 13:49:34+00:00,FITNESS,3
2023-07-03 13:49:34+00:00,NAUKA PŁYWANIA,1
2023-07-03 13:49:34+00:00,PŁYWALNIA,64
2023-07-03 13:49:34+00:00,SAUNA,3
2023-07-03 13:49:34+00:00,SIŁOWNIA,6
2023-07-03 13:54:34+00:00,FITNESS,3
2023-07-03 13:54:34+00:00,NAUKA PŁYWANIA,1
2023-07-03 13:54:34+00:00,PŁYWALNIA,54
2023-07-03 13:54:34+00:00,SAUNA,3
2023-07-03 13:54:34+00:00,SIŁOWNIA,6
2023-07-03 13:59:34+00:00,FITNESS,3
2023-07-03 13:59:34+00:00,NAUKA PŁYWANIA,1
2023-07-03 13:59:34+00:00,PŁYWALNIA,51
2023-07-03 13:59:34+00:00,SAUNA,3
2023-07-03 13:59:34+00:00,SIŁOWNIA,6
2023-07-03 14:04:35+00:00,FITNESS,3
2023-07-03 14:04:35+00:00,NAUKA PŁYWANIA,1
2023-07-03 14:04:35+00:00,PŁYWALNIA,49
2023-07-03 14:04:35+00:00,SAUNA,3
2023-07-03 14:04:35+00:00,SIŁOWNIA,6
2023-07-03 14:09:35+00:00,FITNESS,3
2023-07-03 14:09:35+00:00,PŁYWALNIA,47
2023-07-03 14:09:35+00:00,SAUNA,3
2023-07-03 14:09:35+00:00,SIŁOWNIA,6
2023-07-03 14:14:35+00:00,FITNESS,3
2023-07-03 14:14:35+00:00,PŁYWALNIA,51
2023-07-03 14:14:35+00:00,SAUNA,3
2023-07-03 14:14:35+00:00,SIŁOWNIA,6
2023-07-03 14:19:35+00:00,FITNESS,3
2023-07-03 14:19:35+00:00,PŁYWALNIA,53
2023-07-03 14:19:35+00:00,SAUNA,3
2023-07-03 14:19:35+00:00,SIŁOWNIA,6
2023-07-03 14:24:35+00:00,FITNESS,3
2023-07-03 14:24:35+00:00,PŁYWALNIA,55
2023-07-03 14:24:35+00:00,SAUNA,5
2023-07-03 14:24:35+00:00,SIŁOWNIA,7
2023-07-03 14:29:36+00:00,FITNESS,3
2023-07-03 14:29:36+00:00,PŁYWALNIA,65
2023-07-03 14:29:36+00:00,SAUNA,5
2023-07-03 14:29:36+00:00,SIŁOWNIA,6
2023-07-03 14:34:36+00:00,FITNESS,3
2023-07-03 14:34:36+00:00,NAUKA PŁYWANIA,1
2023-07-03 14:34:36+00:00,PŁYWALNIA,69
2023-07-03 14:34:36+00:00,SAUNA,5
2023-07-03 14:34:36+00:00,SIŁOWNIA,6
2023-07-03 14:39:36+00:00,FITNESS,3
2023-07-03 14:39:36+00:00,NAUKA PŁYWANIA,1
2023-07-03 14:39:36+00:00,PŁYWALNIA,77
2023-07-03 14:39:36+00:00,SAUNA,3
2023-07-03 14:39:36+00:00,SIŁOWNIA,6
2023-07-03 14:44:36+00:00,FITNESS,3
2023-07-03 14:44:36+00:00,NAUKA PŁYWANIA,1
2023-07-03 14:44:36+00:00,PŁYWALNIA,76
2023-07-03 14:44:36+00:00,SAUNA,4
2023-07-03 14:44:36+00:00,SIŁOWNIA,5
2023-07-03 14:49:36+00:00,FITNESS,3
2023-07-03 14:49:36+00:00,NAUKA PŁYWANIA,1
2023-07-03 14:49:36+00:00,PŁYWALNIA,88
2023-07-03 14:49:36+00:00,SAUNA,4
2023-07-03 14:49:36+00:00,SIŁOWNIA,5
2023-07-03 14:54:36+00:00,FITNESS,3
2023-07-03 14:54:36+00:00,NAUKA PŁYWANIA,1
2023-07-03 14:54:36+00:00,PŁYWALNIA,100
2023-07-03 14:54:36+00:00,SAUNA,6
2023-07-03 14:54:36+00:00,SIŁOWNIA,5
2023-07-03 14:59:37+00:00,FITNESS,3
2023-07-03 14:59:37+00:00,NAUKA PŁYWANIA,1
2023-07-03 14:59:37+00:00,PŁYWALNIA,98
2023-07-03 14:59:37+00:00,SAUNA,6
2023-07-03 14:59:37+00:00,SIŁOWNIA,5
2023-07-03 15:04:37+00:00,FITNESS,3
2023-07-03 15:04:37+00:00,NAUKA PŁYWANIA,1
2023-07-03 15:04:37+00:00,PŁYWALNIA,100
2023-07-03 15:04:37+00:00,SAUNA,8
2023-07-03 15:04:37+00:00,SIŁOWNIA,5
2023-07-03 15:09:37+00:00,FITNESS,3
2023-07-03 15:09:37+00:00,NAUKA PŁYWANIA,1
2023-07-03 15:09:37+00:00,PŁYWALNIA,101
2023-07-03 15:09:37+00:00,SAUNA,9
2023-07-03 15:09:37+00:00,SIŁOWNIA,5
2023-07-03 15:14:37+00:00,FITNESS,3
2023-07-03 15:14:37+00:00,NAUKA PŁYWANIA,1
2023-07-03 15:14:37+00:00,PŁYWALNIA,101
2023-07-03 15:14:37+00:00,SAUNA,9
2023-07-03 15:14:37+00:00,SIŁOWNIA,5
2023-07-03 15:19:37+00:00,FITNESS,3
2023-07-03 15:19:37+00:00,PŁYWALNIA,103
2023-07-03 15:19:37+00:00,SAUNA,9
2023-07-03 15:19:37+00:00,SIŁOWNIA,5
2023-07-03 15:24:38+00:00,FITNESS,3
2023-07-03 15:24:38+00:00,PŁYWALNIA,117
2023-07-03 15:24:38+00:00,SAUNA,9
2023-07-03 15:24:38+00:00,SIŁOWNIA,6
2023-07-03 15:29:38+00:00,FITNESS,3
2023-07-03 15:29:38+00:00,PŁYWALNIA,119
2023-07-03 15:29:38+00:00,SAUNA,10
2023-07-03 15:29:38+00:00,SIŁOWNIA,4
2023-07-03 15:34:38+00:00,FITNESS,3
2023-07-03 15:34:38+00:00,NAUKA PŁYWANIA,1
2023-07-03 15:34:38+00:00,PŁYWALNIA,121
2023-07-03 15:34:38+00:00,SAUNA,10
2023-07-03 15:34:38+00:00,SIŁOWNIA,5
2023-07-03 15:39:47+00:00,FITNESS,3
2023-07-03 15:39:47+00:00,NAUKA PŁYWANIA,1
2023-07-03 15:39:47+00:00,PŁYWALNIA,117
2023-07-03 15:39:47+00:00,SAUNA,10
2023-07-03 15:39:47+00:00,SIŁOWNIA,5
2023-07-03 15:44:48+00:00,FITNESS,3
2023-07-03 15:44:48+00:00,NAUKA PŁYWANIA,1
2023-07-03 15:44:48+00:00,PŁYWALNIA,116
2023-07-03 15:44:48+00:00,SAUNA,9
2023-07-03 15:44:48+00:00,SIŁOWNIA,5
2023-07-03 15:49:48+00:00,FITNESS,5
2023-07-03 15:49:48+00:00,NAUKA PŁYWANIA,1
2023-07-03 15:49:48+00:00,PŁYWALNIA,117
2023-07-03 15:49:48+00:00,SAUNA,8
2023-07-03 15:49:48+00:00,SIŁOWNIA,5
2023-07-03 15:54:48+00:00,FITNESS,7
2023-07-03 15:54:48+00:00,NAUKA PŁYWANIA,1
2023-07-03 15:54:48+00:00,PŁYWALNIA,119
2023-07-03 15:54:48+00:00,SAUNA,7
2023-07-03 15:54:48+00:00,SIŁOWNIA,8
2023-07-03 15:59:48+00:00,FITNESS,8
2023-07-03 15:59:48+00:00,NAUKA PŁYWANIA,1
2023-07-03 15:59:48+00:00,PŁYWALNIA,115
2023-07-03 15:59:48+00:00,SAUNA,7
2023-07-03 15:59:48+00:00,SIŁOWNIA,8
2023-07-03 16:04:48+00:00,FITNESS,8
2023-07-03 16:04:48+00:00,NAUKA PŁYWANIA,1
2023-07-03 16:04:48+00:00,PŁYWALNIA,115
2023-07-03 16:04:48+00:00,SAUNA,8
2023-07-03 16:04:48+00:00,SIŁOWNIA,8
2023-07-03 16:09:49+00:00,FITNESS,8
2023-07-03 16:09:49+00:00,NAUKA PŁYWANIA,1
2023-07-03 16:09:49+00:00,PŁYWALNIA,116
2023-07-03 16:09:49+00:00,SAUNA,7
2023-07-03 16:09:49+00:00,SIŁOWNIA,9
2023-07-03 16:14:49+00:00,FITNESS,8
2023-07-03 16:14:49+00:00,NAUKA PŁYWANIA,2
2023-07-03 16:14:49+00:00,PŁYWALNIA,120
2023-07-03 16:14:49+00:00,SAUNA,7
2023-07-03 16:14:49+00:00,SIŁOWNIA,9
2023-07-03 16:19:49+00:00,FITNESS,8
2023-07-03 16:19:49+00:00,NAUKA PŁYWANIA,2
2023-07-03 16:19:49+00:00,PŁYWALNIA,119
2023-07-03 16:19:49+00:00,SAUNA,7
2023-07-03 16:19:49+00:00,SIŁOWNIA,9
2023-07-03 16:24:49+00:00,FITNESS,8
2023-07-03 16:24:49+00:00,NAUKA PŁYWANIA,2
2023-07-03 16:24:49+00:00,PŁYWALNIA,117
2023-07-03 16:24:49+00:00,SAUNA,9
2023-07-03 16:24:49+00:00,SIŁOWNIA,8
2023-07-03 16:29:50+00:00,FITNESS,8
2023-07-03 16:29:50+00:00,NAUKA PŁYWANIA,2
2023-07-03 16:29:50+00:00,PŁYWALNIA,112
2023-07-03 16:29:50+00:00,SAUNA,9
2023-07-03 16:29:50+00:00,SIŁOWNIA,8
2023-07-03 16:34:50+00:00,FITNESS,8
2023-07-03 16:34:50+00:00,NAUKA PŁYWANIA,2
2023-07-03 16:34:50+00:00,PŁYWALNIA,112
2023-07-03 16:34:50+00:00,SAUNA,10
2023-07-03 16:34:50+00:00,SIŁOWNIA,8
2023-07-03 16:39:50+00:00,FITNESS,8
2023-07-03 16:39:50+00:00,NAUKA PŁYWANIA,2
2023-07-03 16:39:50+00:00,PŁYWALNIA,110
2023-07-03 16:39:50+00:00,SAUNA,11
2023-07-03 16:39:50+00:00,SIŁOWNIA,8
2023-07-03 16:44:50+00:00,FITNESS,8
2023-07-03 16:44:50+00:00,NAUKA PŁYWANIA,2
2023-07-03 16:44:50+00:00,PŁYWALNIA,107
2023-07-03 16:44:50+00:00,SAUNA,11
2023-07-03 16:44:50+00:00,SIŁOWNIA,8
2023-07-03 16:49:50+00:00,FITNESS,9
2023-07-03 16:49:50+00:00,NAUKA PŁYWANIA,2
2023-07-03 16:49:50+00:00,PŁYWALNIA,109
2023-07-03 16:49:50+00:00,SAUNA,12
2023-07-03 16:49:50+00:00,SIŁOWNIA,8
2023-07-03 16:54:50+00:00,FITNESS,12
2023-07-03 16:54:50+00:00,NAUKA PŁYWANIA,2
2023-07-03 16:54:50+00:00,PŁYWALNIA,113
2023-07-03 16:54:50+00:00,SAUNA,12
2023-07-03 16:54:50+00:00,SIŁOWNIA,11
